SELECT * FROM information_schema.columns WHERE table_name = 'catalog';,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs421,cs421g78,employee,eid,1,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,employee,cid,2,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,employee,name,3,NULL,NO,character varying,50,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,varchar,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,employee,email,4,NULL,YES,character varying,250,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,varchar,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,employee,salary,5,NULL,NO,double precision,NULL,NULL,53,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,float8,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,employee,address,6,NULL,YES,character varying,250,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,varchar,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELECT * FROM information_schema.columns WHERE table_name = 'fooditem';,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
cs421,cs421g78,fooditem,foodid,1,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELECT * FROM information_schema.columns WHERE table_name = 'manager';,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
cs421,cs421g78,manager,mid,1,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,manager,catalogid,2,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELECT * FROM information_schema.columns WHERE table_name = 'movie';,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
cs421,cs421g78,movie,movieid,1,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,movie,name,2,NULL,YES,character varying,250,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,varchar,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,movie,rating,3,NULL,YES,double precision,NULL,NULL,53,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,float8,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,movie,license,4,NULL,YES,character varying,250,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,varchar,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELECT * FROM information_schema.columns WHERE table_name = 'orders';,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
cs421,cs421g78,orders,custid,1,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,orders,productid,2,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,orders,cid,3,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,orders,quantity,4,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELECT * FROM information_schema.columns WHERE table_name = 'product';,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
cs421,cs421g78,product,productid,1,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,product,price,2,NULL,NO,double precision,NULL,NULL,53,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,float8,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELECT * FROM information_schema.columns WHERE table_name = 'room';,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
cs421,cs421g78,room,cid,1,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,room,nbr,2,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,room,capacity,3,NULL,YES,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELECT * FROM information_schema.columns WHERE table_name = 'screening';,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
cs421,cs421g78,screening,movieid,1,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,screening,cid,2,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,screening,nbr,3,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,screening,screeningnum,4,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,screening,time,5,NULL,NO,character varying,50,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,varchar,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,screening,date,6,NULL,NO,date,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,date,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELECT * FROM information_schema.columns WHERE table_name = 'stock';,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
cs421,cs421g78,stock,mid,1,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,stock,foodid,2,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,stock,quantity,3,NULL,YES,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELECT * FROM information_schema.columns WHERE table_name = 'ticket';,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
cs421,cs421g78,ticket,ticketid,1,NULL,NO,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
cs421,cs421g78,ticket,seatnumber,2,NULL,YES,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cs421,pg_catalog,int4,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NEVER,NULL,YES
